	id	title	total.gross	distributer	genre	release.date	runtime	budget	MPAA.rating
1155	lastmistress.htm	The Last Mistress 	785671	IFC	Foreign	27/6/08	1 hrs. 49 min.	$6 million	Unrated
1156	lastmountain.htm	The Last Mountain 	122961	Dada Films	Documentary	3/6/11	1 hrs. 35 min.	N/A	PG
1157	lastnight09.htm	Last Night 	98986	Tribeca Film	Romance	6/5/11	1 hrs. 30 min.	N/A	R
1158	lastsong.htm	The Last Song 	62950384	Buena Vista	Drama	31/3/10	1 hrs. 47 min.	$20 million	PG
1159	lasttrainhome.htm	Last Train Home 	288328	Zeitgeist	Documentary	3/9/10	1 hrs. 25 min.	N/A	Unrated
1160	lastwinter.htm	The Last Winter 	33190	IFC	Horror	19/9/07	1 hrs. 47 min.	N/A	Unrated
1161	lastyearatmarienbad08.htm	Last Year at Marienbad 	144492	Rialto	Foreign	18/1/08	1 hrs. 33 min.	N/A	Unrated
1162	lavieenrose.htm	La Vie en Rose 	10301706	Picturehouse	Foreign	8/6/07	2 hrs. 16 min.	$25 million	PG-13
1163	lawabidingcitizen.htm	Law Abiding Citizen 	73357727	Overture Films	Thriller	16/10/09	1 hrs. 48 min.	$50 million	R
1164	lbs.htm	Lbs. 	29866	Truly Indie	Comedy / Drama	26/3/10	1 hrs. 39 min.	N/A	Unrated
1165	leapyear.htm	Leap Year 	25918920	Universal	Romantic Comedy	8/1/10	1 hrs. 37 min.	$19 million	PG
1166	leatherheads.htm	Leatherheads 	31373938	Universal	Sports Comedy	4/4/08	1 hrs. 54 min.	$58 million	PG-13
1167	leavesofgrass.htm	Leaves of Grass 	70066	First Look	Crime Comedy	17/9/10	1 hrs. 45 min.	$9 million	R
1168	lebanon.htm	Lebanon 	368088	Sony Classics	Foreign	6/8/10	1 hrs. 34 min.	N/A	R
1169	lebanonpa.htm	"Lebanon, Pa. "	48381	Truly Indie	Drama	29/4/11	1 hrs. 40 min.	N/A	PG-13
1170	legendofpalemale.htm	The Legend of Pale Male 	38083	Balcony Releasing	Documentary	24/11/10	1 hrs. 25 min.	N/A	Unrated
1171	legendofthefist.htm	Legend of the Fist: The Return of Chen Zhen 	50433	Variance Films	Foreign	22/4/11	1 hrs. 45 min.	N/A	PG-13
1172	legion10.htm	Legion 	40168080	Sony / Screen Gems	Horror Thriller	22/1/10	1 hrs. 40 min.	$26 million	R
1173	lemming.htm	Lemming 	81698	Strand	Foreign	19/5/06	2 hrs. 9 min.	N/A	Unrated
1174	lemontree.htm	Lemon Tree 	569672	IFC	Foreign	17/4/09	1 hrs. 46 min.	N/A	Unrated
1175	leonardcohen.htm	Leonard Cohen I'm Your Man 	1044254	Lionsgate	Documentary	21/6/06	1 hrs. 44 min.	N/A	PG-13
1176	letitrain.htm	Let it Rain 	111844	IFC	Comedy	18/6/10	1 hrs. 50 min.	N/A	Unrated
1177	letsgotoprison.htm	Let's Go to Prison 	4630045	Universal	Comedy	17/11/06	1 hrs. 24 min.	N/A	R
1178	lettersfromiwojima.htm	Letters from Iwo Jima 	13756082	Warner Bros.	War	20/12/06	2 hrs. 21 min.	$19 million	R
1179	letterstogod.htm	Letters to God 	2848578	Vivendi Entertainment	Drama	9/4/10	1 hrs. 50 min.	$3 million	PG
1180	letterstojuliet.htm	Letters to Juliet 	53032453	Summit Entertainment	Romance	14/5/10	1 hrs. 45 min.	$30 million	PG
1181	lettherightonein.htm	Let the Right One In 	2122065	Magnolia	Foreign / Horror	24/10/08	1 hrs. 54 min.	N/A	R
1182	lettherightonein09.htm	Let Me In 	12134935	Overture Films	Horror	1/10/10	1 hrs. 55 min.	$20 million	R
1183	liceberg.htm	L'Iceberg 	19789	First Run	Foreign	4/5/07	1 hrs. 24 min.	N/A	Unrated
1184	licensetowed.htm	License to Wed 	43799818	Warner Bros.	Romantic Comedy	3/7/07	1 hrs. 40 min.	N/A	PG-13
1185	lifeaboveall.htm	"Life, Above All "	NA	Sony Classics	Foreign	15/7/11	1 hrs. 40 min.	N/A	PG-13
1186	lifeasweknowit.htm	Life as We Know It 	53374681	Warner Bros.	Comedy	8/10/10	1 hrs. 52 min.	$38 million	PG-13
1187	lifebeforehereyes.htm	The Life Before Her Eyes 	303439	Magnolia	Drama	18/4/08	1 hrs. 30 min.	$13 million	R
1188	lifeduringwartime.htm	Life During Wartime 	281447	IFC	Comedy / Drama	23/7/10	1 hrs. 38 min.	$4.5 million	R
1189	lifeinaday.htm	Life in a Day 	252788	National Geographic Entertainment	Documentary	29/7/11	1 hrs. 30 min.	N/A	PG-13
1190	lifeinametro.htm	Life in a... METRO 	150212	UTV Communications	Foreign	11/5/07	2 hrs. 5 min.	N/A	Unrated
1191	lifeofreilly.htm	The Life of Reilly 	38960	Reel Diva Consultants	Comedy	9/11/07	1 hrs. 27 min.	N/A	Unrated
1192	lightsinthedusk.htm	Lights in the Dusk 	14056	Strand	Foreign	13/6/07	1 hrs. 18 min.	N/A	Unrated
1193	likedandeliondust.htm	Like Dandelion Dust 	352810	Blue Collar Releasing	Drama	24/9/10	1 hrs. 40 min.	N/A	PG-13
1194	limitsofcontrol.htm	The Limits of Control 	426688	Focus Features	Crime Drama	1/5/09	1 hrs. 56 min.	N/A	R
1195	lincolnlawyer.htm	The Lincoln Lawyer 	58009200	Lionsgate	Crime Drama	18/3/11	1 hrs. 59 min.	$40 million	R
1196	lionsforlambs.htm	Lions for Lambs 	15002854	United Artists	War Drama	9/11/07	1 hrs. 28 min.	$35 million	R
1197	littleashes.htm	Little Ashes 	481586	Regent Releasing	Period Drama	8/5/09	1 hrs. 47 min.	N/A	R
1198	littlechildren.htm	Little Children 	5463019	New Line	Drama	6/10/06	2 hrs. 10 min.	$26 million	R
1199	littleman.htm	Little Man 	58645052	Sony (Revolution)	Comedy	14/7/06	1 hrs. 30 min.	$64 million	PG-13
1200	littlemisssunshine.htm	Little Miss Sunshine 	59891098	Fox Searchlight	Comedy	26/7/06	1 hrs. 41 min.	$8 million	R
1201	liveinmaid.htm	Live in Maid 	200433	Film Sales Company	Foreign	18/7/07	1 hrs. 23 min.	N/A	Unrated
1202	livesofothers.htm	The Lives of Others 	11286112	Sony Classics	Foreign	9/2/07	2 hrs. 17 min.	$2 million	R
1203	livingwake.htm	The Living Wake 	12232	Mangusta Productions	Comedy	14/5/10	1 hrs. 30 min.	N/A	Unrated
1204	llorona.htm	The Cry 	21427	"Monterey Media, Inc."	Horror	25/4/08	1 hrs. 23 min.	N/A	Unrated
1205	lolamontes08.htm	Lola Montes 	120306	Rialto	Foreign	10/10/08	1 hrs. 55 min.	N/A	Unrated
1206	lonelyhearts.htm	Lonely Hearts 	188565	IDP	Thriller	13/4/07	1 hrs. 48 min.	N/A	R
1207	lonesomejim.htm	Lonesome Jim 	154187	IFC	Comedy / Drama	24/3/06	1 hrs. 31 min.	N/A	R
1208	longshots.htm	The Longshots 	11537046	MGM (Weinstein)	Family Comedy	22/8/08	1 hrs. 34 min.	N/A	PG
1209	lookbothways.htm	Look Both Ways 	105067	Kino	Drama	14/4/06	1 hrs. 40 min.	N/A	PG-13
1210	lookingforcheyenne.htm	Looking for Cheyenne 	973	Regent Releasing	Foreign	7/12/07	1 hrs. 25 min.	N/A	R
1211	lookingforeric.htm	Looking for Eric 	55804	IFC	Comedy	14/5/10	1 hrs. 56 min.	N/A	Unrated
1212	lookout.htm	The Lookout 	4600585	Miramax	Crime Drama	30/3/07	1 hrs. 38 min.	$16 million	R
1213	lorencass.htm	Loren Cass 	8125	Kino	Drama	24/7/09	1 hrs. 23 min.	N/A	Unrated
1214	lornassilence.htm	Lorna's Silence 	338795	Sony Classics	Foreign	31/7/09	1 hrs. 45 min.	N/A	R
1215	losers.htm	The Losers 	23591432	Warner Bros.	Action	23/4/10	1 hrs. 38 min.	$25 million	PG-13
1216	lostcity.htm	The Lost City 	2484186	Magnolia	Period Drama	28/4/06	2 hrs. 23 min.	$9.6 million	R
1217	lostinbeijing.htm	Lost in Beijing 	11163	New Yorker	Foreign	25/1/08	1 hrs. 52 min.	N/A	Unrated
1218	lottery.htm	The Lottery 	54543	Variance Films	Documentary	11/6/10	1 hrs. 49 min.	N/A	Unrated
1219	lotteryticket.htm	Lottery Ticket 	24719879	Warner Bros.	Comedy	20/8/10	1 hrs. 39 min.	$17 million	PG-13
1220	louderthanabomb.htm	Louder Than a Bomb 	40362	Balcony Releasing	Documentary	18/5/11	1 hrs. 39 min.	N/A	Unrated
1221	loveaajkal.htm	Love Aaj Kal 	2430083	Eros	Foreign	31/7/09	2 hrs. 10 min.	N/A	Unrated
1222	loveandotherdrugs.htm	Love and Other Drugs 	32367005	Fox	Comedy / Drama	24/11/10	1 hrs. 53 min.	$30 million	R
1223	lovecomeslately.htm	Love Comes Lately 	78079	Kino	Drama	13/6/08	1 hrs. 26 min.	N/A	Unrated
1224	lovecrime.htm	Love Crime 	539792	IFC	Foreign	2/9/11	1 hrs. 46 min.	N/A	Unrated
1225	loveetc.htm	Love Etc. 	43593	Paladin	Documentary	1/7/11	1 hrs. 34 min.	N/A	Unrated
1226	loveforsale.htm	Love for Sale: Suely in the Sky 	13703	Strand	Foreign	15/8/07	1 hrs. 30 min.	N/A	Unrated
1227	loveguru.htm	The Love Guru 	32235793	Paramount	Comedy	20/6/08	1 hrs. 28 min.	$62 million	PG-13
1228	loveinthetimeofcholera.htm	Love in the Time of Cholera 	4607608	New Line	Period Drama	16/11/07	2 hrs. 18 min.	N/A	R
1229	lovelybones.htm	The Lovely Bones 	44114232	Paramount (DreamWorks)	Drama / Thriller	11/12/09	2 hrs. 15 min.	$65 million	PG-13
1230	lovelystill.htm	"Lovely, Still "	127564	"Monterey Media, Inc."	Drama	10/9/10	1 hrs. 32 min.	N/A	PG
1231	lovendancing.htm	Love N Dancing 	47812	Screen Media	Drama	8/5/09	1 hrs. 35 min.	N/A	PG-13
1232	loveranch.htm	Love Ranch 	137885	E1 Entertainment	Drama	30/6/10	1 hrs. 57 min.	$25 million	R
1233	lovesabidingjoy.htm	Love's Abiding Joy 	252726	The Bigger Picture	Romance	6/10/06	1 hrs. 27 min.	$3 million	PG
1234	lovesongs.htm	Love Songs 	104567	IFC	Foreign	21/3/08	1 hrs. 31 min.	N/A	Unrated
1235	lowercity.htm	Lower City 	130794	Palm	Drama	16/6/06	1 hrs. 38 min.	N/A	R
1236	luckbychance.htm	Luck by Chance 	356019	AdLabs	Foreign	30/1/09	2 hrs. 36 min.	N/A	Unrated
1237	luckynumberslevin.htm	Lucky Number Slevin 	22495466	MGM (Weinstein)	Crime	7/4/06	1 hrs. 50 min.	N/A	R
1238	luckyyou.htm	Lucky You 	5758950	Warner Bros.	Drama	4/5/07	2 hrs. 4 min.	N/A	PG-13
1239	lunacy.htm	Lunacy 	48324	Zeitgeist	Foreign / Horror	9/8/06	1 hrs. 58 min.	N/A	Unrated
1240	lustcaution.htm	"Lust, Caution "	4604982	Focus Features	Foreign	28/9/07	2 hrs. 38 min.	$15 million	NC-17
1241	lymelife.htm	Lymelife 	421307	Screen Media	Drama	8/4/09	1 hrs. 33 min.	N/A	R
1242	macgruber.htm	MacGruber 	8525600	Universal	Comedy	21/5/10	1 hrs. 28 min.	$10 million	R
1243	machete.htm	Machete 	26593646	Fox	Action / Adventure	3/9/10	1 hrs. 45 min.	$10.5 million	R
1244	madagascar2.htm	Madagascar: Escape 2 Africa 	180010950	Paramount (DreamWorks)	Animation	7/11/08	1 hrs. 29 min.	$150 million	PG
1245	madeagoestojail.htm	Tyler Perry's Madea Goes to Jail 	90508336	Lionsgate	Comedy	20/2/09	1 hrs. 43 min.	N/A	PG-13
1246	madeasbighappyfamily.htm	Tyler Perry's Madea's Big Happy Family 	53345287	Lionsgate	Comedy	22/4/11	1 hrs. 45 min.	N/A	PG-13
1247	madeindagenham.htm	Made in Dagenham 	1095369	Sony Classics	Drama	19/11/10	1 hrs. 53 min.	N/A	R
1248	mademoisellechambon.htm	Mademoiselle Chambon 	531685	Lorber Films	Romance	28/5/10	1 hrs. 41 min.	N/A	Unrated
1249	madeofhonor.htm	Made of Honor 	46012734	Sony / Columbia	Comedy	2/5/08	1 hrs. 41 min.	$40 million	PG-13
1250	madmoney.htm	Mad Money 	20668843	Overture Films	Crime Comedy	18/1/08	1 hrs. 44 min.	N/A	PG-13
1251	mafioso.htm	Mafioso 	400019	Rialto	Foreign	19/1/07	1 hrs. 45 min.	N/A	Unrated
1252	magictrip.htm	Magic Trip 	154521	Magnolia	Documentary	5/8/11	1 hrs. 30 min.	N/A	R
1253	magnificentdesolationimax.htm	Magnificent Desolation 	NA	IMAX	IMAX	23/9/05	0 hrs. 40 min.	N/A	Unrated
1254	maid09.htm	The Maid 	576608	Elephant Eye Films	Foreign	16/10/09	1 hrs. 34 min.	N/A	Unrated
1255	mainaurrmrskhanna.htm	Main Aurr Mrs. Khanna 	197183	UTV Communications	Foreign	16/10/09	2 hrs. 15 min.	N/A	Unrated
1256	makingtheboys.htm	Making the Boys 	33443	First Run	Documentary	11/3/11	1 hrs. 30 min.	N/A	Unrated
1257	mallcop.htm	Paul Blart: Mall Cop 	146336178	Sony / Columbia	Comedy	16/1/09	1 hrs. 27 min.	$26 million	PG
1258	mammamia.htm	Mamma Mia! 	144130063	Universal	Musical	18/7/08	1 hrs. 48 min.	$52 million	PG-13
1259	management.htm	Management 	934658	Samuel Goldwyn	Romantic Comedy	15/5/09	1 hrs. 33 min.	N/A	R
1260	mancora.htm	Mancora 	29697	Maya Entertainment	Foreign	20/3/09	1 hrs. 40 min.	N/A	R
1261	manofmylife.htm	The Man of My Life 	7704	Strand	Foreign	21/9/07	1 hrs. 52 min.	N/A	Unrated
1262	manoftheyear.htm	Man of the Year 	37327390	Universal	Comedy	13/10/06	1 hrs. 55 min.	N/A	PG-13
1263	manonwire.htm	Man on Wire 	2962242	Magnolia	Documentary	25/7/08	1 hrs. 30 min.	N/A	PG-13
1264	manufacturedlandscapes.htm	Manufactured Landscapes 	240239	Zeitgeist	Documentary	20/6/07	1 hrs. 20 min.	N/A	Unrated
1265	manwhofelltoearth11.htm	The Man Who Fell to Earth 	NA	Rialto	Sci-Fi	24/6/11	2 hrs. 19 min.	N/A	Unrated
1266	maoslastdancer.htm	Mao's Last Dancer 	4817770	Samuel Goldwyn	Drama	20/8/10	2 hrs. 7 min.	N/A	PG
1267	margotatthewedding.htm	Margot at the Wedding 	1959420	Paramount Vantage	Comedy / Drama	16/11/07	1 hrs. 33 min.	N/A	R
1268	marieantoinette.htm	Marie Antoinette 	15962471	Sony / Columbia	Period Drama	20/10/06	1 hrs. 58 min.	$40 million	PG-13
1269	marilynhotchkiss.htm	Marilyn Hotchkiss' Ballroom Dancing &amp; Charm School 	349132	IDP	Musical	31/3/06	1 hrs. 40 min.	N/A	PG-13
1270	marine.htm	The Marine 	18844784	Fox	Action	13/10/06	1 hrs. 33 min.	N/A	PG-13
1271	marleyandme.htm	Marley and Me 	143153751	Fox	Comedy	25/12/08	2 hrs. 0 min.	N/A	PG
1272	marmaduke.htm	Marmaduke 	33644788	Fox	Family Comedy	4/6/10	1 hrs. 27 min.	$50 million	PG
1273	marriedlife.htm	Married Life 	1507990	Sony Classics	Crime Comedy	7/3/08	1 hrs. 30 min.	$12 million	PG-13
1274	marsimax.htm	Roving Mars 	10407978	Buena Vista	IMAX	27/1/06	0 hrs. 40 min.	N/A	G
1275	marsneedsmoms.htm	Mars Needs Moms 	21392758	Buena Vista	Animation	11/3/11	1 hrs. 28 min.	$150 million	PG
1276	martianchild.htm	Martian Child 	7500310	New Line	Drama	2/11/07	1 hrs. 48 min.	N/A	PG
1277	marwencol.htm	Marwencol 	112036	Cinema Guild	Documentary	8/10/10	1 hrs. 23 min.	N/A	Unrated
1278	mastermind.htm	Megamind 	148415853	Paramount (DreamWorks)	Animation	5/11/10	1 hrs. 36 min.	$130 million	PG
1279	matador08.htm	The Matador 	21816	City Lights Pictures Releasing	Documentary	31/10/08	2 hrs. 17 min.	N/A	Unrated
1280	materialgirls.htm	Material Girls 	11449638	MGM	Comedy	18/8/06	1 hrs. 37 min.	N/A	PG
1281	maxedout.htm	Maxed Out 	58829	Magnolia	Documentary	9/3/07	1 hrs. 26 min.	N/A	Unrated
1282	maxpayne.htm	Max Payne 	40689393	Fox	Action / Crime	17/10/08	1 hrs. 40 min.	$35 million	PG-13
1283	meandorsonwelles.htm	Me and Orson Welles 	1190003	Freestyle Releasing	Drama	25/11/09	1 hrs. 47 min.	$25 million	PG-13
1284	mechanic.htm	The Mechanic 	29121498	CBS Films	Action	28/1/11	1 hrs. 40 min.	$40 million	R
1285	medicineformelancholy.htm	Medicine for Melancholy 	111551	IFC	Drama	30/1/09	1 hrs. 28 min.	N/A	Unrated
1286	meekscutoff.htm	Meek's Cutoff 	977772	Oscilloscope Pictures	Western	8/4/11	1 hrs. 44 min.	$2 million	PG
1287	meetdave.htm	Meet Dave 	11803254	Fox	Sci-Fi Comedy	11/7/08	1 hrs. 30 min.	$60 million	PG
1288	meetingresistance.htm	Meeting Resistance 	20616	International Film Circuit	Documentary	19/10/07	1 hrs. 24 min.	N/A	Unrated
1289	meetmonicavelour.htm	Meet Monica Velour 	33042	Anchor Bay Films	Comedy / Drama	8/4/11	1 hrs. 37 min.	N/A	R
1290	meetthebrowns.htm	Tyler Perry's Meet the Browns 	41975388	Lionsgate	Comedy	21/3/08	1 hrs. 40 min.	N/A	PG-13
1291	meetthefockerssequel.htm	Little Fockers 	148438600	Universal	Comedy	22/12/10	1 hrs. 38 min.	$100 million	PG-13
1292	meettherobinsons.htm	Meet the Robinsons 	97822171	Buena Vista	Animation	30/3/07	1 hrs. 32 min.	N/A	G
1293	meetthespartans.htm	Meet the Spartans 	38233676	Fox	Comedy	25/1/08	1 hrs. 24 min.	N/A	PG-13
1294	memoriesoftomorrow.htm	Memories of Tomorrow 	140200	Eleven Arts	Foreign	18/5/07	2 hrs. 2 min.	N/A	Unrated
1295	menwhostareatgoats.htm	The Men Who Stare at Goats 	32428195	Overture Films	Comedy	6/11/09	1 hrs. 30 min.	$25 million	R
1296	merrychristmas.htm	Joyeux Noel 	1054361	Sony Classics	Foreign	16/12/05	1 hrs. 55 min.	N/A	PG-13
1297	merrygentleman.htm	The Merry Gentleman 	347977	Samuel Goldwyn	Drama	1/5/09	1 hrs. 50 min.	N/A	R
1298	mesrine1.htm	Mesrine: Killer Instinct 	551697	Music Box Films	Crime Thriller	27/8/10	1 hrs. 53 min.	N/A	R
1299	mesrine2.htm	Mesrine: Public Enemy No. 1 	275387	Music Box Films	Crime Thriller	3/9/10	2 hrs. 13 min.	N/A	R
1300	messenger09.htm	The Messenger 	1109660	Oscilloscope Pictures	Drama	13/11/09	1 hrs. 45 min.	$6.5 million	R
1301	messengers.htm	The Messengers 	35374833	Sony / Screen Gems	Horror	2/2/07	1 hrs. 30 min.	$16 million	PG-13
1302	mi3.htm	Mission: Impossible III 	134029801	Paramount	Action	5/5/06	2 hrs. 6 min.	$150 million	PG-13
1303	miamivice.htm	Miami Vice 	63450470	Universal	Action / Crime	28/7/06	2 hrs. 26 min.	$135 million	R
1304	michaelclayton.htm	Michael Clayton 	49033882	Warner Bros.	Thriller	5/10/07	2 hrs. 0 min.	N/A	R
1305	michaeljacksonthisisit.htm	Michael Jackson's This Is It 	72091016	Sony / Columbia	Concert	28/10/09	2 hrs. 1 min.	N/A	PG
1306	michaelmoore09.htm	Capitalism: A Love Story 	14363397	Overture Films	Documentary	23/9/09	2 hrs. 7 min.	$20 million	R
1307	micmacs.htm	Micmacs 	1262079	Sony Classics	Comedy	28/5/10	1 hrs. 45 min.	$42 million	R
1308	midaugustlunch.htm	Mid-August Lunch 	675299	Zeitgeist	Foreign	17/3/10	1 hrs. 15 min.	N/A	Unrated
1309	middlemen.htm	Middle Men 	754301	Paramount Vantage	Crime Comedy	6/8/10	1 hrs. 45 min.	$20 million	R
1310	midnighteagle.htm	Midnight Eagle 	7116	Strand	Foreign	23/11/07	2 hrs. 11 min.	N/A	Unrated
1311	midnightinparis.htm	Midnight in Paris 	56817045	Sony Classics	Romantic Comedy	20/5/11	1 hrs. 28 min.	$17 million	PG-13
1312	mightyheart.htm	A Mighty Heart 	9176787	Paramount Vantage	War Drama	22/6/07	1 hrs. 48 min.	$16 million	R
1313	milarepa.htm	Milarepa 	151114	Luminous Velocity Releasing	Foreign	7/9/07	1 hrs. 30 min.	N/A	PG
1314	milk.htm	Milk 	31841299	Focus Features	Drama	26/11/08	2 hrs. 8 min.	$20 million	R
1315	mimzy.htm	The Last Mimzy 	21471047	New Line	Family	23/3/07	1 hrs. 30 min.	N/A	PG
1316	minisfirsttime.htm	Mini's First Time 	49034	First Independent Pictures	Crime Comedy	14/7/06	1 hrs. 31 min.	$6 million	R
1317	miracleatstanna.htm	Miracle at St. Anna 	7919117	Buena Vista	War Drama	26/9/08	2 hrs. 46 min.	$45 million	R
1318	miral.htm	Miral 	373420	Weinstein Company	Drama	25/3/11	1 hrs. 54 min.	N/A	PG-13
1319	mirrors.htm	Mirrors 	30691439	Fox	Horror	15/8/08	1 hrs. 50 min.	N/A	R
1320	missingperson.htm	The Missing Person 	17896	Strand	Comedy Thriller	20/11/09	1 hrs. 35 min.	N/A	Unrated
1321	missmarch.htm	Miss March 	4543320	Fox Searchlight	Comedy	13/3/09	1 hrs. 30 min.	N/A	R
1322	misspettigrewlivesforaday.htm	Miss Pettigrew Lives for a Day 	12313694	Focus Features	Comedy / Drama	7/3/08	1 hrs. 32 min.	N/A	PG-13
1323	misspotter.htm	Miss Potter 	3005605	MGM (Weinstein)	Drama	29/12/06	1 hrs. 32 min.	N/A	PG
1324	mist.htm	The Mist 	25594957	MGM (Weinstein)	Horror	21/11/07	2 hrs. 7 min.	$18 million	R
1325	misterfoe.htm	Mister Foe 	60641	Magnolia	Drama	5/9/08	1 hrs. 35 min.	N/A	R
1326	misterlonely.htm	Mister Lonely 	167396	IFC	Comedy / Drama	2/5/08	1 hrs. 48 min.	N/A	Unrated
1327	moliere.htm	Moliere 	635733	Sony Classics	Foreign	27/7/07	2 hrs. 0 min.	N/A	PG-13
1328	mommasman.htm	Momma's Man 	100435	Kino	Drama	22/8/08	1 hrs. 34 min.	N/A	Unrated
1329	mongol.htm	Mongol 	5705761	Picturehouse	Foreign	6/6/08	2 hrs. 0 min.	$18 million	R
1330	mongolianpingpong.htm	Mongolian Ping Pong 	71223	First Run	Foreign	21/4/06	1 hrs. 42 min.	N/A	Unrated
1331	monogamy.htm	Monogamy 	NA	Oscilloscope Pictures	Drama	11/3/11	1 hrs. 34 min.	N/A	Unrated
1332	monsterhouse.htm	Monster House 	73661010	Sony / Columbia	Family Adventure	21/7/06	1 hrs. 31 min.	$75 million	PG
1333	monsters2010.htm	Monsters 	237301	Magnolia	Sci-Fi	29/10/10	1 hrs. 32 min.	"$500,000 "	R
1334	monstersvsaliens.htm	Monsters Vs. Aliens 	198351526	Paramount (DreamWorks)	Animation	27/3/09	1 hrs. 34 min.	$175 million	PG
1335	montecarlo.htm	Monte Carlo 	23186769	Fox	Romantic Comedy	1/7/11	1 hrs. 49 min.	$20 million	PG
1336	moon09.htm	Moon 	5010163	Sony Classics	Sci-Fi	12/6/09	1 hrs. 37 min.	N/A	R
1337	moondancealexander.htm	Moondance Alexander 	37895	Rocky Mountain Pictures	Family	19/10/07	1 hrs. 33 min.	N/A	G
1338	moozlum.htm	Mooz-lum 	369129	Peace Film	Drama	11/2/11	1 hrs. 39 min.	N/A	PG-13
1339	morethanagame.htm	More Than a Game 	950675	Lionsgate	Documentary	2/10/09	1 hrs. 42 min.	N/A	PG
1340	morningglory10.htm	Morning Glory 	31011732	Paramount	Comedy	10/11/10	1 hrs. 42 min.	$40 million	PG-13
1341	morninglight.htm	Morning Light 	275497	Buena Vista	Documentary	17/10/08	1 hrs. 37 min.	N/A	PG
1342	mostlyunfabuloussociallife.htm	The Mostly Unfabulous Social Life of Ethan Green 	153122	Regent Releasing	Romantic Comedy	16/6/06	1 hrs. 28 min.	N/A	PG-13
1343	motel.htm	The Motel 	51540	Palm	Drama	28/6/06	1 hrs. 16 min.	N/A	Unrated
1344	mother2010.htm	Mother 	551509	Magnolia	Crime Drama	12/3/10	2 hrs. 8 min.	N/A	R
1345	motherandchild.htm	Mother and Child 	1110509	Sony Classics	Drama	7/5/10	2 hrs. 5 min.	$7 million	R
1346	motherhood.htm	Motherhood 	93388	Freestyle Releasing	Comedy / Drama	23/10/09	1 hrs. 30 min.	N/A	PG-13
1347	moustache.htm	La Moustache 	244771	Cinema Guild	Foreign	24/5/06	1 hrs. 26 min.	N/A	Unrated
1348	movingmidway.htm	Moving Midway 	40864	First Run	Documentary	12/9/08	1 hrs. 35 min.	N/A	Unrated
1349	mozartssister.htm	Mozart's Sister 	NA	Music Box Films	Foreign	19/8/11	2 hrs. 0 min.	$4.5 million	Unrated
1350	mrbrooks.htm	Mr. Brooks 	28549298	MGM	Thriller	1/6/07	2 hrs. 0 min.	$20 million	R
1351	mrmagorium.htm	Mr. Magorium's Wonder Emporium 	32061555	Fox	Fantasy Drama	16/11/07	1 hrs. 33 min.	N/A	G
1352	mrpopperspenguins.htm	Mr. Popper's Penguins 	68224452	Fox	Family Comedy	17/6/11	1 hrs. 35 min.	$55 million	PG
1353	mrspalfrey.htm	Mrs. Palfrey at the Claremont 	1720953	Cineville	Comedy / Drama	25/11/05	1 hrs. 45 min.	"$750,000 "	Unrated
1354	mruntouchable.htm	Mr. Untouchable 	104678	Magnolia	Documentary	26/10/07	1 hrs. 32 min.	N/A	R
1355	mrwoodcock.htm	Mr. Woodcock 	25799486	New Line	Comedy	14/9/07	1 hrs. 27 min.	N/A	PG-13
1356	multiplesarcasms.htm	Multiple Sarcasms 	29731	MAC Releasing	Drama	7/5/10	1 hrs. 38 min.	N/A	R
1357	mummy3.htm	The Mummy: Tomb of the Dragon Emperor 	102491776	Universal	Period Adventure	1/8/08	1 hrs. 54 min.	$145 million	PG-13
1358	musicandlyricsby.htm	Music and Lyrics 	50572589	Warner Bros.	Romantic Comedy	14/2/07	1 hrs. 36 min.	N/A	PG-13
1359	musicneverstopped.htm	The Music Never Stopped 	258223	Roadside Attractions	Drama	18/3/11	1 hrs. 45 min.	N/A	PG
1360	musicwithin.htm	Music Within 	154087	MGM	Drama	26/10/07	1 hrs. 33 min.	N/A	R
1361	mutualappreciation.htm	Mutual Appreciation 	103509	Goodbye Cruel Releasing	Comedy	1/9/06	1 hrs. 49 min.	N/A	Unrated
1362	mybestfriend.htm	My Best Friend 	1426784	IFC	Foreign	13/7/07	1 hrs. 34 min.	N/A	PG-13
1363	mybestfriendsgirl.htm	My Best Friend's Girl 	19219250	Lionsgate	Romantic Comedy	19/9/08	1 hrs. 41 min.	$20 million	R
1364	mybloodyvalentine09.htm	My Bloody Valentine 3-D 	51545952	Lionsgate	Horror	16/1/09	1 hrs. 41 min.	$15 million	R
1365	myblueberrynights.htm	My Blueberry Nights 	867275	Weinstein Company	Drama	4/4/08	1 hrs. 51 min.	N/A	PG-13
1366	mybrotherisanonlychild.htm	My Brother Is an Only Child 	255620	ThinkFilm	Foreign	28/3/08	1 hrs. 40 min.	N/A	R
1367	mycountrymycountry.htm	"My Country, My Country "	33620	Zeitgeist	Documentary	4/8/06	1 hrs. 30 min.	N/A	Unrated
1368	mydogtulip.htm	My Dog Tulip 	246574	New Yorker	Animation	1/9/10	1 hrs. 22 min.	N/A	Unrated
1369	myfathermylord.htm	My Father My Lord 	203708	Kino	Foreign	16/5/08	1 hrs. 12 min.	N/A	Unrated
1370	mykidcouldpaintthat.htm	My Kid Could Paint That 	231574	Sony Classics	Documentary	5/10/07	1 hrs. 21 min.	N/A	PG-13
