	id	title	total.gross	distributer	genre	release.date	runtime	budget	MPAA.rating
1	10000bc.htm	"10,000 B.C. "	94784201	Warner Bros.	Period Adventure	7/3/08	1 hrs. 49 min.	$105 million	PG-13
2	10itemsorless.htm	10 Items or Less 	83291	ThinkFilm	Comedy	1/12/06	1 hrs. 22 min.	N/A	R
3	10thandwolf.htm	10th &amp; Wolf 	54702	ThinkFilm	Crime Drama	18/8/06	1 hrs. 50 min.	$8 million	R
4	11thhour.htm	The 11th Hour 	707343	Warner Independent	Documentary	17/8/07	1 hrs. 33 min.	N/A	PG
5	12.htm	12	125120	Sony Classics	Foreign	4/3/09	2 hrs. 39 min.	N/A	PG-13
6	1208eastofbucharest.htm	12:08 East of Bucharest 	91881	Tartan	Foreign	6/6/07	1 hrs. 29 min.	N/A	Unrated
7	127hours.htm	127 Hours 	18335230	Fox Searchlight	Drama	5/11/10	1 hrs. 33 min.	$18 million	R
8	12rounds.htm	12 Rounds 	12234694	Fox	Action / Adventure	27/3/09	1 hrs. 48 min.	N/A	PG-13
9	13assassins.htm	13 Assassins 	802778	Magnolia	Foreign	29/4/11	2 hrs. 6 min.	N/A	R
10	13b.htm	13B 	12449	AdLabs	Foreign	6/3/09	2 hrs. 26 min.	N/A	Unrated
11	13tzameti.htm	13 Tzameti 	121390	Palm	Foreign	28/7/06	1 hrs. 26 min.	N/A	Unrated
12	1408.htm	1408	71985628	MGM (Weinstein)	Horror	22/6/07	1 hrs. 34 min.	$25 million	PG-13
13	17again.htm	17 Again 	64167069	Warner Bros. (New Line)	Fantasy Comedy	17/4/09	1 hrs. 42 min.	N/A	PG-13
14	2006shortfilms.htm	The 2006 Academy Award Nominated Short Films 	335090	Magnolia	Unknown	16/2/07	3 hrs. 9 min.	N/A	Unrated
15	2007shortfilms.htm	2007 Academy Award Nominated Short Films 	508695	Magnolia	Unknown	15/2/08	N/A	N/A	Unrated
16	2011oscarshorts.htm	2011 Oscar Shorts 	1352152	Shorts International	Unknown	11/2/11	N/A	N/A	Unrated
17	2012.htm	2012	166112167	Sony / Columbia	Action Drama	13/11/09	2 hrs. 38 min.	$200 million	PG-13
18	20centimeters.htm	20 Centimeters 	6635	TLA Releasing	Foreign	27/10/06	1 hrs. 53 min.	N/A	Unrated
19	21.htm	21	81159365	Sony / Columbia	Drama	28/3/08	2 hrs. 3 min.	$35 million	PG-13
20	27dresses.htm	27 Dresses 	76808654	Fox	Romantic Comedy	18/1/08	1 hrs. 47 min.	$30 million	PG-13
21	28weekslater.htm	28 Weeks Later 	28638916	Fox Atomic	Horror	11/5/07	1 hrs. 31 min.	N/A	R
22	2daysinparis.htm	2 Days in Paris 	4433994	Samuel Goldwyn	Comedy / Drama	10/8/07	1 hrs. 34 min.	N/A	R
23	300.htm	300	210614939	Warner Bros.	Period Action	9/3/07	1 hrs. 57 min.	$65 million	R
24	30daysofnight.htm	30 Days of Night 	39568996	Sony / Columbia	Horror	19/10/07	1 hrs. 53 min.	$30 million	R
25	30minutesorless.htm	30 Minutes or Less 	37053924	Sony / Columbia	Action Comedy	12/8/11	1 hrs. 23 min.	$28 million	R
26	310toyuma.htm	3:10 to Yuma 	53606916	Lionsgate	Western	7/9/07	1 hrs. 57 min.	$55 million	R
27	35andticking.htm	35 and Ticking 	113794	Image Entertainment	Romantic Comedy	20/5/11	1 hrs. 30 min.	N/A	R
28	35shotsofrum.htm	35 Shots of Rum 	177511	Cinema Guild	Foreign	16/9/09	1 hrs. 40 min.	N/A	Unrated
29	3backyards.htm	3 Backyards 	43073	Screen Media	Drama	11/3/11	1 hrs. 28 min.	N/A	R
30	3d06.htm	Tim Burton's The Nightmare Before Christmas in 3-D 	8700869	Buena Vista	Animation	20/10/06	1 hrs. 16 min.	N/A	PG
31	3idiots.htm	3 Idiots 	6532874	Reliance Big Pictures	Comedy / Drama	23/12/09	2 hrs. 40 min.	N/A	PG
32	44inchchest.htm	44 Inch Chest 	39033	Image Entertainment	Drama	15/1/10	1 hrs. 35 min.	N/A	R
33	49up.htm	49 Up 	241772	First Run	Documentary	6/10/06	2 hrs. 15 min.	N/A	Unrated
34	4months3weeks2days.htm	"4 Months, 3 Weeks, 2 Days "	1198208	IFC	Foreign	25/1/08	1 hrs. 53 min.	N/A	Unrated
35	500daysofsummer.htm	(500) Days of Summer 	32391374	Fox Searchlight	Romance	17/7/09	1 hrs. 35 min.	$7.5 million	PG-13
36	51birchstreet.htm	51 Birch Street 	84689	Truly Indie	Documentary	18/10/06	1 hrs. 30 min.	N/A	Unrated
37	5daysofwar.htm	5 Days of War 	17479	Anchor Bay Films	Action Drama	19/8/11	1 hrs. 53 min.	$12 million	R
38	5thquarter.htm	The 5th Quarter 	408159	Rocky Mountain Pictures	Drama	25/3/11	1 hrs. 41 min.	N/A	PG-13
39	7khoonmaaf.htm	7 Khoon Maaf 	270207	UTV Communications	Foreign	18/2/11	2 hrs. 17 min.	N/A	Unrated
40	88minutes.htm	88 Minutes 	17213467	Sony / Columbia	Thriller	18/4/08	1 hrs. 48 min.	N/A	R
41	8mormonproposition.htm	8: The Mormon Proposition 	100280	Red Flag Releasing	Documentary	18/6/10	1 hrs. 20 min.	N/A	R
42	9.htm	9	31749894	Focus Features	Animation	9/9/09	1 hrs. 19 min.	$30 million	PG-13
43	9dot99.htm	$9.99 	52384	Regent Releasing	Animation	12/12/08	1 hrs. 18 min.	N/A	R
44	aajanachle.htm	Aaja Nachle 	484108	Yash Raj	Foreign	30/11/07	2 hrs. 25 min.	N/A	Unrated
45	abduction.htm	Abduction: The Megumi Yokota Story 	26859	Sagewood Cinema Ventures	Documentary	24/11/06	1 hrs. 25 min.	N/A	Unrated
46	abetterlife.htm	A Better Life 	1759252	Summit Entertainment	Drama	24/6/11	1 hrs. 37 min.	$10 million	PG-13
47	absolutewilson.htm	Absolute Wilson 	66217	New Yorker	Documentary	27/10/06	1 hrs. 49 min.	N/A	Unrated
48	absurdistan.htm	Absurdistan 	39683	First Run	Foreign	6/2/09	1 hrs. 28 min.	N/A	Unrated
49	accepted.htm	Accepted 	36323505	Universal	Comedy	18/8/06	1 hrs. 30 min.	$23 million	PG-13
50	acrosstheuniverse.htm	Across the Universe 	24343673	Sony (Revolution)	Musical	14/9/07	2 hrs. 11 min.	N/A	PG-13
51	adam.htm	Adam 	2277396	Fox Searchlight	Comedy / Drama	29/7/09	1 hrs. 35 min.	N/A	PG-13
52	adamandsteve.htm	Adam &amp; Steve 	309404	TLA Releasing	Romantic Comedy	31/3/06	1 hrs. 39 min.	N/A	R
53	adjustmentbureau.htm	The Adjustment Bureau 	62495645	Universal	Sci-Fi Thriller	4/3/11	1 hrs. 39 min.	$50.2 million	PG-13
54	adoration.htm	Adoration 	294244	Sony Classics	Drama	8/5/09	1 hrs. 40 min.	N/A	R
55	adventureland.htm	Adventureland 	16044025	Miramax	Comedy	3/4/09	1 hrs. 46 min.	N/A	R
56	adventuresofpower.htm	Adventures of Power 	17419	Variance Films	Comedy	9/10/09	1 hrs. 29 min.	N/A	PG-13
57	afghanstar.htm	Afghan Star 	102115	Zeitgeist	Documentary	26/6/09	1 hrs. 27 min.	N/A	Unrated
58	afilmunfinished.htm	A Film Unfinished 	320486	Oscilloscope Pictures	Documentary	18/8/10	1 hrs. 28 min.	N/A	Unrated
59	africancats.htm	African Cats 	15428747	Buena Vista	Documentary	22/4/11	1 hrs. 29 min.	N/A	G
60	afterlife10.htm	After.Life 	108595	Anchor Bay Films	Horror Thriller	9/4/10	1 hrs. 37 min.	N/A	R
61	afterthewedding.htm	After the Wedding 	1534584	IFC	Foreign	30/3/07	2 hrs. 0 min.	N/A	R
62	agora.htm	Agora 	619423	Newmarket	Historical Drama	28/5/10	2 hrs. 7 min.	$70 million	R
63	aheadoftime.htm	Ahead of Time 	33024	Vitagraph	Documentary	10/9/10	1 hrs. 13 min.	N/A	Unrated
64	airguitarnation.htm	Air Guitar Nation 	71471	Shadow Dist.	Documentary	23/3/07	1 hrs. 21 min.	N/A	R
65	ajami.htm	Ajami 	622403	Kino	Drama	3/2/10	2 hrs. 0 min.	"$1,000,000 "	Unrated
66	akeelahandthebee.htm	Akeelah and the Bee 	18848430	Lionsgate	Drama	28/4/06	1 hrs. 52 min.	$8 million	PG
67	alabamamoon.htm	Alabama Moon 	47305	Unknown	Family Adventure	18/3/11	1 hrs. 38 min.	N/A	PG
68	alexandra.htm	Alexandra 	128222	Cinema Guild	Foreign	26/3/08	1 hrs. 35 min.	N/A	Unrated
69	alfrankengodspoke.htm	Al Franken: God Spoke 	102990	Balcony Releasing	Documentary	13/9/06	1 hrs. 30 min.	N/A	Unrated
70	alicecreed.htm	The Disappearance of Alice Creed 	166980	Anchor Bay Films	Thriller	6/8/10	1 hrs. 40 min.	N/A	R
71	aliceinwonderland10.htm	Alice in Wonderland 	334191110	Buena Vista	Family Adventure	5/3/10	1 hrs. 49 min.	$200 million	PG
72	aliceshouse.htm	Alice's House 	61822	Vitagraph	Foreign	25/1/08	1 hrs. 32 min.	N/A	Unrated
73	alienadventureimax.htm	Alien Adventure 	8959784	N Wave	IMAX	20/8/99	0 hrs. 35 min.	N/A	Unrated
74	aliensintheattic.htm	Aliens in the Attic 	25200412	Fox	Family Adventure	31/7/09	1 hrs. 26 min.	$45 million	PG
75	aliensofthedeep.htm	Aliens of the Deep 	8968684	Buena Vista	IMAX	28/1/05	0 hrs. 47 min.	N/A	G
76	alientrespass.htm	Alien Trespass 	104526	Roadside Attractions	Sci-Fi Comedy	3/4/09	1 hrs. 28 min.	N/A	PG
77	allaboutsteve.htm	All About Steve 	33862903	Fox	Comedy	4/9/09	1 hrs. 39 min.	N/A	PG-13
78	allegro.htm	Allegro 	7404	International Film Circuit	Foreign	9/5/07	1 hrs. 28 min.	N/A	Unrated
79	allgoodthings.htm	All Good Things 	582024	Magnolia	Thriller	3/12/10	1 hrs. 41 min.	N/A	R
80	allthekingsmen.htm	All the King's Men 	7221458	Sony / Columbia	Drama	22/9/06	2 hrs. 21 min.	$55 million	PG-13
81	alonewithher.htm	Alone with Her 	10787	IFC	Drama / Thriller	17/1/07	1 hrs. 19 min.	N/A	Unrated
82	alphaandomega.htm	Alpha and Omega 	25107267	Lionsgate	Animation	17/9/10	1 hrs. 28 min.	N/A	PG
83	alphabetkiller.htm	The Alphabet Killer 	29784	Anchor Bay Films	Drama / Thriller	7/11/08	1 hrs. 40 min.	N/A	R
84	alphadog.htm	Alpha Dog 	15309602	Universal	Drama	12/1/07	2 hrs. 2 min.	N/A	R
85	alvinandthechipmunks.htm	Alvin and the Chipmunks 	217326974	Fox	Family Comedy	14/12/07	1 hrs. 32 min.	$60 million	PG
86	alvinandthechipmunksii.htm	Alvin and the Chipmunks: The Squeakquel 	219614612	Fox	Family Comedy	23/12/09	1 hrs. 28 min.	$75 million	PG
87	amazinggrace.htm	Amazing Grace 	21250683	IDP	Period Drama	23/2/07	1 hrs. 51 min.	N/A	PG
88	amazingtruthaboutqueenraquela.htm	The Amazing Truth About Queen Raquela 	5597	Regent Releasing	Foreign	26/9/08	1 hrs. 25 min.	N/A	R
89	amelia.htm	Amelia 	14245415	Fox Searchlight	Historical Drama	23/10/09	2 hrs. 0 min.	$40 million	PG
90	american10.htm	The American 	35606376	Focus Features	Drama / Thriller	1/9/10	1 hrs. 45 min.	$20 million	R
91	americanaffair.htm	An American Affair 	28044	Screen Media	Drama	27/2/09	1 hrs. 33 min.	N/A	R
92	americancarol.htm	An American Carol 	7013191	Vivendi Entertainment	Comedy	3/10/08	1 hrs. 23 min.	$20 million	PG-13
93	americangangster.htm	American Gangster 	130164645	Universal	Crime Drama	2/11/07	2 hrs. 40 min.	$100 million	R
94	americanhardcore.htm	American Hardcore 	279665	Sony Classics	Documentary	22/9/06	1 hrs. 40 min.	N/A	R
95	americanhaunting.htm	An American Haunting 	16298046	Freestyle Releasing	Horror	5/5/06	1 hrs. 30 min.	$14 million	PG-13
96	americanizingshelley.htm	Americanizing Shelley 	128024	Rocky Mountain Pictures	Comedy	26/4/07	1 hrs. 30 min.	N/A	PG
97	americanswing.htm	American Swing 	30156	Magnolia	Documentary	27/3/09	1 hrs. 21 min.	N/A	Unrated
98	americanteen.htm	American Teen 	942441	Paramount Vantage	Documentary	25/7/08	1 hrs. 35 min.	N/A	PG-13
99	americanviolet.htm	American Violet 	554434	Samuel Goldwyn	Drama	17/4/09	1 hrs. 43 min.	N/A	PG-13
100	americathebeautiful.htm	America the Beautiful 	76173	First Independent Pictures	Documentary	9/5/08	1 hrs. 45 min.	N/A	R
101	amigo.htm	Amigo 	NA	Variance Films	Drama	19/8/11	2 hrs. 7 min.	$1.5 million	Unrated
102	amreeka.htm	Amreeka 	627436	National Geographic Entertainment	Comedy	4/9/09	1 hrs. 36 min.	N/A	PG-13
103	amu.htm	Amu 	51251	Emerging Pictures	Drama	25/5/07	1 hrs. 42 min.	N/A	Unrated
104	aneducation.htm	An Education 	12574914	Sony Classics	Period Drama	9/10/09	1 hrs. 35 min.	$7.5 million	PG-13
105	angelsanddemons.htm	Angels &amp; Demons 	133375846	Sony / Columbia	Thriller	15/5/09	2 hrs. 20 min.	$150 million	PG-13
106	animalkingdom.htm	Animal Kingdom 	1044039	Sony Classics	Crime Drama	13/8/10	1 hrs. 52 min.	N/A	R
107	anjaanaanjaani.htm	Anjaana Anjaani 	854757	Eros	Foreign	1/10/10	2 hrs. 35 min.	N/A	Unrated
108	anotherearth.htm	Another Earth 	1321194	Fox Searchlight	Drama	22/7/11	1 hrs. 32 min.	N/A	PG-13
109	anothergaymovie.htm	Another Gay Movie 	654132	TLA Releasing	Comedy	28/7/06	1 hrs. 32 min.	N/A	Unrated
110	anothergaysequel.htm	Another Gay Sequel: Gays Gone Wild 	104828	TLA Releasing	Comedy	29/8/08	1 hrs. 30 min.	N/A	Unrated
111	anotheryear.htm	Another Year 	3205706	Sony Classics	Drama	29/12/10	2 hrs. 9 min.	$8 million	PG-13
112	answerman.htm	The Answer Man 	26676	Magnolia	Comedy	24/7/09	1 hrs. 35 min.	N/A	R
113	antarctica08.htm	Antarctica 	21679	Regent Releasing	Foreign	29/8/08	1 hrs. 50 min.	N/A	R
114	antbully.htm	The Ant Bully 	28142535	Warner Bros.	Animation	28/7/06	1 hrs. 22 min.	$50 million	PG
115	antichrist.htm	Antichrist 	404122	IFC	Horror	23/10/09	1 hrs. 44 min.	N/A	Unrated
116	anvil.htm	Anvil! The Story of Anvil 	667911	Abramorama	Documentary	10/4/09	1 hrs. 30 min.	N/A	Unrated
117	apocalypto.htm	Apocalypto 	50866635	Buena Vista	Period Adventure	8/12/06	2 hrs. 18 min.	$40 million	R
118	apollo18.htm	Apollo 18 	17687709	Weinstein / Dimension	Sci-Fi Thriller	2/9/11	1 hrs. 26 min.	$5 million	PG-13
119	appaloosa.htm	Appaloosa 	20211394	Warner Bros. (New Line)	Western	19/9/08	1 hrs. 48 min.	$20 million	R
120	aprophet.htm	A Prophet 	2087720	Sony Classics	Foreign	26/2/10	2 hrs. 30 min.	$13 million	R
121	aquateenhungerforce.htm	Aqua Teen Hunger Force Colon Movie Film for Theaters 	5520368	First Look	Animation	13/4/07	1 hrs. 27 min.	"$750,000 "	R
122	arbor.htm	The Arbor 	21620	Strand	Documentary	27/4/11	1 hrs. 34 min.	N/A	Unrated
123	architect.htm	The Architect 	13737	Magnolia	Drama	1/12/06	1 hrs. 21 min.	N/A	R
124	arctictale.htm	Arctic Tale 	833532	Paramount Vantage	Documentary	25/7/07	1 hrs. 25 min.	N/A	G
125	arewedoneyet.htm	Are We Done Yet? 	49662533	Sony (Revolution)	Family Comedy	4/4/07	1 hrs. 32 min.	N/A	PG
126	armored.htm	Armored 	15988876	Sony / Screen Gems	Thriller	4/12/09	1 hrs. 28 min.	$20 million	PG-13
127	armyofshadows.htm	Army of Shadows 	741766	Rialto	Foreign	28/4/06	2 hrs. 16 min.	N/A	Unrated
128	aroundasmallmountain.htm	Around a Small Mountain 	33216	Cinema Guild	Drama	9/7/10	1 hrs. 24 min.	N/A	Unrated
129	arthur2011.htm	Arthur 	33035397	Warner Bros.	Comedy	8/4/11	1 hrs. 50 min.	$40 million	PG-13
130	arthurandtheinvisibles.htm	Arthur and the Invisibles 	15132763	MGM (Weinstein)	Animation	29/12/06	1 hrs. 43 min.	$86 million	PG
131	artofbeingstraight.htm	The Art of Being Straight 	12831	Regent Releasing	Comedy / Drama	5/6/09	1 hrs. 10 min.	N/A	Unrated
132	artschoolconfidential.htm	Art School Confidential 	3297137	Sony Classics	Comedy	5/5/06	1 hrs. 42 min.	N/A	R
133	asecret.htm	A Secret 	623558	Strand	Foreign	5/9/08	1 hrs. 45 min.	N/A	Unrated
134	ashesoftimeredux.htm	Ashes of Time Redux 	174273	Sony Classics	Foreign / Action	10/10/08	1 hrs. 33 min.	N/A	R
135	astroboy.htm	Astro Boy 	19551067	Summit Entertainment	Animation	23/10/09	1 hrs. 34 min.	$65 million	PG
136	astronautfarmer.htm	The Astronaut Farmer 	11003643	Warner Bros.	Drama	23/2/07	1 hrs. 44 min.	$13 million	PG
137	ateam.htm	The A-Team 	77222099	Fox	Action	11/6/10	1 hrs. 57 min.	$110 million	PG-13
138	atlasshrugged.htm	Atlas Shrugged: Part I 	4627375	Rocky Mountain Pictures	Drama	15/4/11	1 hrs. 42 min.	$20 million	PG-13
139	atonement.htm	Atonement 	50927067	Focus Features	Period Drama	7/12/07	2 hrs. 3 min.	N/A	R
140	atowncalledpanic.htm	A Town Called Panic 	165509	Zeitgeist	Animation	16/12/09	1 hrs. 15 min.	N/A	Unrated
141	attacktheblock.htm	Attack the Block 	1024175	Sony / Screen Gems	Sci-Fi Comedy	29/7/11	1 hrs. 28 min.	$13 million	R
142	augustrush.htm	August Rush 	31664162	Warner Bros.	Fantasy Drama	21/11/07	1 hrs. 54 min.	N/A	PG
143	aura.htm	The Aura 	58804	IFC	Foreign	15/11/06	2 hrs. 18 min.	N/A	Unrated
144	auroraborealis.htm	Aurora Borealis 	60729	Regent Releasing	Drama	15/9/06	1 hrs. 49 min.	N/A	R
145	australia.htm	Australia 	49554002	Fox	Period Adventure	26/11/08	2 hrs. 45 min.	$130 million	PG-13
146	avatar.htm	Avatar 	749766139	Fox	Sci-Fi Adventure	18/12/09	2 hrs. 40 min.	N/A	PG-13
147	avatarspecialedition.htm	Avatar: Special Edition 	10741486	Fox	Sci-Fi Adventure	27/8/10	2 hrs. 40 min.	N/A	PG-13
148	avenuemontaigne.htm	Avenue Montaigne 	2044858	ThinkFilm	Foreign	16/2/07	1 hrs. 46 min.	N/A	PG-13
149	avp2.htm	Aliens Vs. Predator - Requiem 	41797066	Fox	Sci-Fi Horror	25/12/07	1 hrs. 26 min.	N/A	R
150	awake.htm	Awake 	14377198	MGM (Weinstein)	Thriller	30/11/07	1 hrs. 24 min.	$8.6 million	R
151	awayfromher.htm	Away from Her 	4571521	Lionsgate	Drama	4/5/07	1 hrs. 50 min.	N/A	PG-13
152	awaywego.htm	Away We Go 	9451946	Focus Features	Comedy	5/6/09	1 hrs. 38 min.	$17 million	R
153	azumi.htm	Azumi 	41803	Vitagraph	Foreign / Action	21/7/06	2 hrs. 8 min.	N/A	Unrated
154	baadermeinhofcomplex.htm	The Baader Meinhof Complex 	476270	Vitagraph	Foreign	21/8/09	2 hrs. 30 min.	N/A	R
155	babel.htm	Babel 	34302837	Paramount Vantage	Drama	27/10/06	2 hrs. 22 min.	N/A	R
156	babies.htm	Babies 	7320323	Focus Features	Documentary	7/5/10	1 hrs. 19 min.	N/A	PG
157	babylon.htm	Babylon A.D. 	22532572	Fox	Sci-Fi Thriller	29/8/08	1 hrs. 30 min.	$70 million	PG-13
158	babymama.htm	Baby Mama 	60494212	Universal	Comedy	25/4/08	1 hrs. 36 min.	$30 million	PG-13
159	bachnaaehaseeno.htm	Bachna Ae Haseeno 	702166	Yash Raj	Foreign	15/8/08	2 hrs. 33 min.	N/A	Unrated
160	backstage06.htm	Backstage 	12663	Strand	Foreign	22/11/06	1 hrs. 55 min.	N/A	Unrated
161	backupplan.htm	The Back-Up Plan 	37490007	CBS Films	Romantic Comedy	23/4/10	1 hrs. 38 min.	$35 million	PG-13
162	badlieutenant09.htm	Bad Lieutenant: Port of Call New Orleans 	1702112	First Look	Crime Drama	20/11/09	2 hrs. 1 min.	$25 million	R
163	badteacher.htm	Bad Teacher 	100292856	Sony / Columbia	Comedy	24/6/11	1 hrs. 29 min.	$20 million	R
164	baghead.htm	Baghead 	140106	Sony Classics	Horror Comedy	13/6/08	1 hrs. 24 min.	N/A	R
165	ballast.htm	Ballast 	77556	Alluvial Film Company	Drama	1/10/08	1 hrs. 36 min.	N/A	Unrated
166	ballerina.htm	Ballerina 	114507	First Run	Documentary	16/1/09	1 hrs. 20 min.	N/A	Unrated
167	ballsoffury.htm	Balls of Fury 	32886940	Rogue Pictures	Sports Comedy	29/8/07	1 hrs. 30 min.	N/A	PG-13
168	bamako.htm	Bamako 	112351	New Yorker	Foreign	14/2/07	1 hrs. 55 min.	N/A	Unrated
169	bandslam.htm	Bandslam 	5210988	Summit Entertainment	Comedy	14/8/09	1 hrs. 51 min.	N/A	PG
170	bandsvisit.htm	The Band's Visit 	3054457	Sony Classics	Foreign	8/2/08	1 hrs. 25 min.	N/A	PG-13
171	bangkokdangerous.htm	Bangkok Dangerous 	15298133	Lionsgate	Action / Crime	5/9/08	1 hrs. 40 min.	$45 million	R
172	bankjob.htm	The Bank Job 	30060660	Lionsgate	Crime Thriller	7/3/08	1 hrs. 50 min.	N/A	R
173	barneysversion.htm	Barney's Version 	4439201	Sony Classics	Comedy / Drama	14/1/11	2 hrs. 12 min.	$30 million	R
174	barnyard.htm	Barnyard: The Original Party Animals 	72637803	Paramount	Animation	4/8/06	1 hrs. 23 min.	$51 million	PG
175	baster.htm	The Switch 	27779426	Miramax	Comedy	20/8/10	1 hrs. 40 min.	$19 million	PG-13
176	battleforterra.htm	Battle for Terra 	1647083	Lionsgate	Animation	1/5/09	1 hrs. 25 min.	N/A	PG
177	battleinseattle.htm	Battle in Seattle 	224169	Redwood Palms Pictures	Action Drama	19/9/08	1 hrs. 38 min.	N/A	R
178	battlelosangeles.htm	Battle: Los Angeles 	83552429	Sony / Columbia	Sci-Fi Action	11/3/11	1 hrs. 56 min.	$70 million	PG-13
179	battleofthebrides.htm	Battle of the Brides 	64572	Variance Films	Foreign	6/5/11	1 hrs. 40 min.	N/A	Unrated
180	beachesofagnes.htm	The Beaches of Agnes 	NA	Cinema Guild	Documentary	2/7/09	1 hrs. 50 min.	N/A	Unrated
181	bean2.htm	Mr. Bean's Holiday 	33302167	Universal	Comedy	24/8/07	1 hrs. 30 min.	N/A	G
182	beastly.htm	Beastly 	27865571	CBS Films	Fantasy	4/3/11	1 hrs. 35 min.	$17 million	PG-13
183	beatsrhymesandlife.htm	"Beats, Rhymes &amp; Life: The Travels of a Tribe Called Quest "	1200326	Sony Classics	Documentary	8/7/11	1 hrs. 38 min.	N/A	R
184	beaufort.htm	Beaufort 	102591	Kino	Foreign	18/1/08	2 hrs. 5 min.	N/A	Unrated
185	beautifulboy.htm	Beautiful Boy 	77247	Anchor Bay Films	Drama	3/6/11	1 hrs. 40 min.	N/A	R
186	beautifullosers.htm	Beautiful Losers 	56386	Sidetrack Films	Documentary	8/8/08	1 hrs. 30 min.	N/A	Unrated
187	beautifultruth.htm	The Beautiful Truth 	15387	Cinema Libre	Documentary	14/11/08	1 hrs. 32 min.	N/A	Unrated
188	beautyacademyofkabul.htm	The Beauty Academy of Kabul 	225448	Shadow Dist.	Documentary	4/11/05	1 hrs. 14 min.	N/A	Unrated
189	beaver.htm	The Beaver 	970816	Summit Entertainment	Comedy / Drama	6/5/11	1 hrs. 31 min.	$21 million	PG-13
190	becauseisaidso.htm	Because I Said So 	42674040	Universal	Romantic Comedy	2/2/07	1 hrs. 42 min.	N/A	PG-13
191	becket07.htm	Becket 	149327	Slowhand Cinema	Historical Drama	26/1/07	2 hrs. 28 min.	N/A	PG-13
192	becomingjane.htm	Becoming Jane 	18670946	Miramax	Romance	3/8/07	1 hrs. 53 min.	N/A	PG
193	bedtimestories.htm	Bedtime Stories 	110101975	Buena Vista	Family Adventure	25/12/08	1 hrs. 35 min.	$80 million	PG
194	beemovie.htm	Bee Movie 	126631277	Paramount (DreamWorks)	Animation	2/11/07	1 hrs. 30 min.	$150 million	PG
195	beenrichallmylife.htm	Been Rich All My Life 	36406	First Run	Documentary	21/7/06	1 hrs. 21 min.	N/A	Unrated
196	beerfest.htm	Beerfest 	19185184	Warner Bros.	Comedy	25/8/06	1 hrs. 50 min.	N/A	R
197	beerformyhorses.htm	Beer for My Horses 	666045	Roadside Attractions	Comedy	8/8/08	1 hrs. 33 min.	N/A	PG-13
198	beeswax.htm	Beeswax 	46590	Cinema Guild	Comedy / Drama	7/8/09	1 hrs. 40 min.	N/A	Unrated
199	beetlequeenconquerstokyo.htm	Beetle Queen Conquers Tokyo 	32308	Argot Pictures	Documentary	12/5/10	1 hrs. 30 min.	N/A	Unrated
200	beforeiforget.htm	Before I Forget 	27611	Strand	Foreign	18/7/08	1 hrs. 48 min.	N/A	Unrated
201	beforethedevilknowsyouredead.htm	Before the Devil Knows You're Dead 	7084227	ThinkFilm	Crime Thriller	26/10/07	2 hrs. 3 min.	N/A	R
202	beforetherains.htm	Before the Rains 	1029655	Roadside Attractions	Period Drama	9/5/08	1 hrs. 38 min.	N/A	PG-13
203	beginners.htm	Beginners 	5790894	Focus Features	Drama	3/6/11	1 hrs. 44 min.	$3.2 million	R
204	behindtheburlyq.htm	Behind the Burly Q 	23889	First Run	Documentary	23/4/10	1 hrs. 38 min.	N/A	Unrated
205	bekindrewind.htm	"Be Kind, Rewind "	11175164	New Line	Comedy	22/2/08	1 hrs. 41 min.	N/A	PG-13
206	believeinme.htm	Believe in Me 	209654	IFC	Drama	9/3/07	1 hrs. 48 min.	N/A	PG
207	bella.htm	Bella 	8070537	Roadside Attractions	Drama	26/10/07	1 hrs. 31 min.	$3.3 million	PG-13
208	bellamy.htm	Inspector Bellamy 	107612	IFC	Foreign	29/10/10	1 hrs. 50 min.	N/A	Unrated
209	belletoujours.htm	Belle Toujours 	10921	New Yorker	Foreign	8/6/07	1 hrs. 8 min.	N/A	Unrated
210	bellflower.htm	Bellflower 	168226	Oscilloscope Pictures	Thriller	5/8/11	1 hrs. 45 min.	N/A	R
211	beowulf.htm	Beowulf 	82280579	Paramount	Animation	16/11/07	1 hrs. 53 min.	$150 million	PG-13
212	bereavement.htm	Bereavement 	43712	Crimson Films/PMK*BNC	Horror	4/3/11	1 hrs. 43 min.	N/A	R
213	bestworstmovie.htm	Best Worst Movie 	109895	Abramorama	Documentary	23/4/10	1 hrs. 33 min.	N/A	Unrated
214	betrayal08.htm	The Betrayal 	41271	Cinema Guild	Documentary	21/11/08	1 hrs. 36 min.	N/A	Unrated
215	bettyannwaters.htm	Conviction 	6783129	Fox Searchlight	Drama	15/10/10	1 hrs. 47 min.	$12.5 million	R
216	beverlyhillschihuahua.htm	Beverly Hills Chihuahua 	94514402	Buena Vista	Family Comedy	3/10/08	1 hrs. 25 min.	N/A	PG
217	beyondthegates07.htm	Beyond the Gates 	40848	IFC	Drama	9/3/07	1 hrs. 55 min.	N/A	R
218	bhutto.htm	Bhutto 	100202	First Run	Documentary	3/12/10	1 hrs. 51 min.	N/A	Unrated
219	bieber3d.htm	Justin Bieber: Never Say Never 	73013910	Paramount	Documentary	11/2/11	1 hrs. 45 min.	$13 million	G
220	bigfan.htm	Big Fan 	234540	First Independent Pictures	Comedy / Drama	28/8/09	1 hrs. 26 min.	N/A	R
221	biggaymusical.htm	The Big Gay Musical 	24140	Unknown	Musical	11/9/09	1 hrs. 30 min.	N/A	Unrated
