"","id","role","playerid","name","minor"
"1","10000bc.htm","Director","rolandemmerich.htm","Roland Emmerich",""
"2","10000bc.htm","Writer","rolandemmerich.htm","Roland Emmerich",""
"3","10000bc.htm","Writer","haraldkloser.htm","Harald Kloser",""
"4","10000bc.htm","Producer","markgordon.htm","Mark Gordon",""
"5","10000bc.htm","Producer","thomastull.htm","Thomas Tull",""
"13","10itemsorless.htm","Director","bradsilberling.htm","Brad Silberling",""
"14","10itemsorless.htm","Actor","morganfreeman.htm","Morgan Freeman",""
"15","10itemsorless.htm","Actor","jonahhill.htm","Jonah Hill",""
"16","10thandwolf.htm","Actor","jamesmarsden.htm","James Marsden",""
"17","10thandwolf.htm","Actor","giovanniribisi.htm","Giovanni Ribisi",""
"18","10thandwolf.htm","Actor","piperperabo.htm","Piper Perabo",""
"19","10thandwolf.htm","Actor","valkilmer.htm","Val Kilmer",""
"20","10thandwolf.htm","Composer","aaronzigman.htm","Aaron Zigman",""
"27","11thhour.htm","Writer","leonardodicaprio.htm","Leonardo DiCaprio",""
"28","11thhour.htm","Actor","leonardodicaprio.htm","Leonardo DiCaprio","*"
"29","11thhour.htm","Producer","leonardodicaprio.htm","Leonardo DiCaprio",""
"30","127hours.htm","Director","dannyboyle.htm","Danny Boyle",""
"31","127hours.htm","Writer","simonbeaufoy.htm","Simon Beaufoy",""
"32","127hours.htm","Writer","dannyboyle.htm","Danny Boyle",""
"33","127hours.htm","Actor","jamesfranco.htm","James Franco",""
"34","127hours.htm","Producer","dannyboyle.htm","Danny Boyle",""
"35","127hours.htm","Composer","arrahman.htm","A.R. Rahman",""
"36","12rounds.htm","Director","rennyharlin.htm","Renny Harlin",""
"37","12rounds.htm","Actor","johncena.htm","John Cena",""
"38","12rounds.htm","Producer","markgordon.htm","Mark Gordon",""
"39","12rounds.htm","Composer","trevorrabin.htm","Trevor Rabin",""
"51","1408.htm","Director","mikaelhafstrom.htm","Mikael Hafstrom",""
"52","1408.htm","Writer","mattgreenberg.htm","Matt Greenberg",""
"53","1408.htm","Writer","scottalexander.htm","Scott Alexander",""
"54","1408.htm","Writer","larrykaraszewski.htm","Larry Karaszewski",""
"55","1408.htm","Actor","johncusack.htm","John Cusack",""
"56","1408.htm","Actor","samuelljackson.htm","Samuel L. Jackson",""
"57","1408.htm","Producer","lorenzodibonaventura.htm","Lorenzo di Bonaventura",""
"58","1408.htm","Cinematographer","benoitdelhomme.htm","Benoit Delhomme",""
"59","1408.htm","Composer","gabrielyared.htm","Gabriel Yared",""
"74","17again.htm","Director","burrsteers.htm","Burr Steers",""
"75","17again.htm","Actor","zacefron.htm","Zac Efron",""
"76","17again.htm","Actor","lesliemann.htm","Leslie Mann",""
"77","17again.htm","Actor","matthewperry.htm","Matthew Perry",""
"78","17again.htm","Actor","michelletrachtenberg.htm","Michelle Trachtenberg",""
"79","17again.htm","Composer","rolfekent.htm","Rolfe Kent",""
"96","2012.htm","Director","rolandemmerich.htm","Roland Emmerich",""
"97","2012.htm","Actor","johncusack.htm","John Cusack",""
"98","2012.htm","Actor","woodyharrelson.htm","Woody Harrelson",""
"99","2012.htm","Actor","thandienewton.htm","Thandie Newton",""
"100","2012.htm","Actor","amandapeet.htm","Amanda Peet",""
"101","2012.htm","Producer","markgordon.htm","Mark Gordon",""
"104","21.htm","Director","robertluketic.htm","Robert Luketic",""
"105","21.htm","Writer","allanloeb.htm","Allan Loeb",""
"106","21.htm","Actor","jimsturgess.htm","Jim Sturgess",""
"107","21.htm","Actor","kevinspacey.htm","Kevin Spacey",""
"108","21.htm","Actor","katebosworth.htm","Kate Bosworth",""
"109","21.htm","Actor","laurencefishburne.htm","Laurence Fishburne",""
"110","21.htm","Actor","joshgad.htm","Josh Gad",""
"111","21.htm","Producer","danabrunetti.htm","Dana Brunetti",""
"112","21.htm","Producer","michaeldeluca.htm","Michael De Luca",""
"113","21.htm","Producer","ryankavanaugh.htm","Ryan Kavanaugh",""
"114","21.htm","Composer","davidsardy.htm","David Sardy",""
"134","27dresses.htm","Director","annefletcher.htm","Anne Fletcher",""
"135","27dresses.htm","Writer","alinebroshmckenna.htm","Aline Brosh McKenna",""
"136","27dresses.htm","Actor","katherineheigl.htm","Katherine Heigl",""
"137","27dresses.htm","Actor","jamesmarsden.htm","James Marsden",""
"138","27dresses.htm","Producer","rogerbirnbaum.htm","Roger Birnbaum",""
"139","27dresses.htm","Producer","garybarber.htm","Gary Barber",""
"140","27dresses.htm","Producer","jonathanglickman.htm","Jonathan Glickman",""
"141","27dresses.htm","Producer","jeffreysilver.htm","Jeffrey Silver",""
"142","27dresses.htm","Composer","randyedelman.htm","Randy Edelman",""
"151","28weekslater.htm","Director","juancarlosfresnadillo.htm","Juan Carlos Fresnadillo",""
"152","28weekslater.htm","Writer","juancarlosfresnadillo.htm","Juan Carlos Fresnadillo",""
"153","28weekslater.htm","Actor","rosebyrne.htm","Rose Byrne",""
"154","28weekslater.htm","Actor","jeremyrenner.htm","Jeremy Renner",""
"155","28weekslater.htm","Actor","idriselba.htm","Idris Elba",""
"156","28weekslater.htm","Actor","imogenpoots.htm","Imogen Poots",""
"157","28weekslater.htm","Producer","dannyboyle.htm","Danny Boyle",""
"161","2daysinparis.htm","Director","juliedelpy.htm","Julie Delpy",""
"162","2daysinparis.htm","Writer","juliedelpy.htm","Julie Delpy",""
"163","2daysinparis.htm","Actor","juliedelpy.htm","Julie Delpy",""
"164","2daysinparis.htm","Composer","juliedelpy.htm","Julie Delpy",""
"177","300.htm","Director","zacksnyder.htm","Zack Snyder",""
"178","300.htm","Writer","kurtjohnstad.htm","Kurt Johnstad",""
"179","300.htm","Writer","frankmiller.htm","Frank Miller",""
"180","300.htm","Writer","zacksnyder.htm","Zack Snyder",""
"181","300.htm","Actor","gerardbutler.htm","Gerard Butler",""
"182","300.htm","Actor","lenaheadey.htm","Lena Headey",""
"183","300.htm","Actor","michaelfassbender.htm","Michael Fassbender",""
"184","300.htm","Producer","deborahsnyder.htm","Deborah Snyder",""
"185","300.htm","Producer","thomastull.htm","Thomas Tull",""
"186","300.htm","Producer","jeffreysilver.htm","Jeffrey Silver",""
"187","300.htm","Producer","markcanton.htm","Mark Canton",""
"188","300.htm","Producer","gianninunnari.htm","Gianni Nunnari",""
"189","300.htm","Producer","berniegoldmann.htm","Bernie Goldmann",""
"190","300.htm","Cinematographer","larryfong.htm","Larry Fong",""
"191","300.htm","Composer","tylerbates.htm","Tyler Bates",""
"197","30daysofnight.htm","Director","davidslade.htm","David Slade",""
"198","30daysofnight.htm","Writer","stuartbeattie.htm","Stuart Beattie",""
"199","30daysofnight.htm","Actor","joshhartnett.htm","Josh Hartnett",""
"200","30daysofnight.htm","Actor","benfoster.htm","Ben Foster",""
"201","30daysofnight.htm","Producer","samraimi.htm","Sam Raimi",""
"202","30daysofnight.htm","Composer","brianreitzell.htm","Brian Reitzell",""
"203","30minutesorless.htm","Director","rubenfleisher.htm","Ruben Fleischer",""
"204","30minutesorless.htm","Writer","michaeldiliberti.htm","Michael Diliberti",""
"205","30minutesorless.htm","Actor","jesseeisenberg.htm","Jesse Eisenberg",""
"206","30minutesorless.htm","Actor","azizansari.htm","Aziz Ansari",""
"207","30minutesorless.htm","Actor","dannymcbride.htm","Danny McBride",""
"208","30minutesorless.htm","Actor","nickswardson.htm","Nick Swardson",""
"209","30minutesorless.htm","Producer","benstiller.htm","Ben Stiller",""
"210","30minutesorless.htm","Composer","nathanbarr.htm","Nathan Barr",""
"211","30minutesorless.htm","Composer","ludwiggoransson.htm","Ludwig Goransson",""
"213","310toyuma.htm","Director","jamesmangold.htm","James Mangold",""
"214","310toyuma.htm","Actor","russellcrowe.htm","Russell Crowe",""
"215","310toyuma.htm","Actor","christianbale.htm","Christian Bale",""
"216","310toyuma.htm","Actor","benfoster.htm","Ben Foster",""
"217","310toyuma.htm","Actor","lukewilson.htm","Luke Wilson","*"
"218","310toyuma.htm","Producer","ryankavanaugh.htm","Ryan Kavanaugh",""
"219","310toyuma.htm","Producer","cathykonrad.htm","Cathy Konrad",""
"220","310toyuma.htm","Composer","marcobeltrami.htm","Marco Beltrami",""
"252","44inchchest.htm","Director","malcolmvenville.htm","Malcolm Venville",""
"253","44inchchest.htm","Actor","tomwilkinson.htm","Tom Wilkinson",""
"254","44inchchest.htm","Producer","stevegolin.htm","Steve Golin",""
"260","500daysofsummer.htm","Director","marcwebb.htm","Marc Webb",""
"261","500daysofsummer.htm","Actor","zooeydeschanel.htm","Zooey Deschanel",""
"262","500daysofsummer.htm","Actor","josephgordonlevitt.htm","Joseph Gordon-Levitt",""
"263","500daysofsummer.htm","Actor","chloemoretz.htm","Chloe Moretz",""
"264","500daysofsummer.htm","Actor","clarkgregg.htm","Clark Gregg",""
"265","500daysofsummer.htm","Actor","minkakelly.htm","Minka Kelly","*"
"266","500daysofsummer.htm","Producer","markswaters.htm","Mark S. Waters",""
"267","500daysofsummer.htm","Composer","robsimonsen.htm","Rob Simonsen",""
"285","5daysofwar.htm","Director","rennyharlin.htm","Renny Harlin",""
"286","5daysofwar.htm","Actor","valkilmer.htm","Val Kilmer",""
"297","88minutes.htm","Actor","alpacino.htm","Al Pacino",""
"298","88minutes.htm","Producer","lawrencebender.htm","Lawrence Bender",""
"299","88minutes.htm","Composer","edshearmur.htm","Ed Shearmur",""
"314","9.htm","Actor","elijahwood.htm","Elijah Wood",""
"315","9.htm","Actor","jenniferconnelly.htm","Jennifer Connelly",""
"316","9.htm","Producer","timurbekmambetov.htm","Timur Bekmambetov",""
"317","9.htm","Producer","timburton.htm","Tim Burton",""
"318","9.htm","Composer","deborahlurie.htm","Deborah Lurie",""
"334","abetterlife.htm","Director","chrisweitz.htm","Chris Weitz",""
"378","accepted.htm","Actor","justinlong.htm","Justin Long",""
"379","accepted.htm","Actor","blakelively.htm","Blake Lively",""
"380","accepted.htm","Actor","jonahhill.htm","Jonah Hill",""
"381","accepted.htm","Actor","kellenlutz.htm","Kellan Lutz",""
"382","accepted.htm","Producer","michaelbostick.htm","Michael Bostick",""
"383","accepted.htm","Producer","tomshadyac.htm","Tom Shadyac",""
"403","acrosstheuniverse.htm","Director","julietaymor.htm","Julie Taymor",""
"404","acrosstheuniverse.htm","Writer","julietaymor.htm","Julie Taymor",""
"405","acrosstheuniverse.htm","Actor","jimsturgess.htm","Jim Sturgess",""
"406","acrosstheuniverse.htm","Composer","elliotgoldenthal.htm","Elliot Goldenthal",""
"411","adam.htm","Actor","rosebyrne.htm","Rose Byrne",""
"412","adam.htm","Composer","christopherlennertz.htm","Christopher Lennertz",""
"413","adamandsteve.htm","Actor","parkerposey.htm","Parker Posey",""
"436","adjustmentbureau.htm","Director","georgenolfi.htm","George Nolfi",""
"437","adjustmentbureau.htm","Writer","georgenolfi.htm","George Nolfi",""
"438","adjustmentbureau.htm","Actor","mattdamon.htm","Matt Damon",""
"439","adjustmentbureau.htm","Actor","emilyblunt.htm","Emily Blunt",""
"440","adjustmentbureau.htm","Actor","johnslattery.htm","John Slattery",""
"441","adjustmentbureau.htm","Actor","anthonymackie.htm","Anthony Mackie",""
"442","adjustmentbureau.htm","Producer","chrismoore.htm","Chris Moore",""
"443","adjustmentbureau.htm","Producer","georgenolfi.htm","George Nolfi",""
"444","adjustmentbureau.htm","Cinematographer","johntoll.htm","John Toll",""
"445","adjustmentbureau.htm","Composer","thomasnewman.htm","Thomas Newman",""
"446","adventureland.htm","Director","gregmottola.htm","Greg Mottola",""
"447","adventureland.htm","Actor","jesseeisenberg.htm","Jesse Eisenberg",""
"448","adventureland.htm","Actor","ryanreynolds.htm","Ryan Reynolds",""
"449","adventureland.htm","Actor","kristenstewart.htm","Kristen Stewart",""
"450","adventureland.htm","Actor","kristenwiig.htm","Kristen Wiig",""
"451","adventureland.htm","Producer","tedhope.htm","Ted Hope",""
"452","adventureland.htm","Producer","sidneykimmel.htm","Sidney Kimmel",""
"497","africancats.htm","Actor","samuelljackson.htm","Samuel L. Jackson","*"
"504","afterlife10.htm","Actor","liamneeson.htm","Liam Neeson",""
"505","afterlife10.htm","Actor","justinlong.htm","Justin Long",""
"506","afterlife10.htm","Actor","christinaricci.htm","Christina Ricci",""
"507","afterlife10.htm","Composer","paulhaslinger.htm","Paul Haslinger",""
"549","agora.htm","Director","alejandroamenabar.htm","Alejandro Amenabar",""
"550","agora.htm","Writer","alejandroamenabar.htm","Alejandro Amenabar",""
"551","agora.htm","Actor","rachelweisz.htm","Rachel Weisz",""
"552","agora.htm","Composer","dariomarianelli.htm","Dario Marianelli",""
"598","akeelahandthebee.htm","Actor","laurencefishburne.htm","Laurence Fishburne",""
"599","akeelahandthebee.htm","Actor","angelabassett.htm","Angela Bassett",""
"668","alicecreed.htm","Actor","gemmaarterton.htm","Gemma Arterton",""
"669","aliceinwonderland10.htm","Director","timburton.htm","Tim Burton",""
"670","aliceinwonderland10.htm","Writer","lindawoolverton.htm","Linda Woolverton",""
"671","aliceinwonderland10.htm","Actor","miawasikowska.htm","Mia Wasikowska",""
"672","aliceinwonderland10.htm","Actor","johnnydepp.htm","Johnny Depp",""
"673","aliceinwonderland10.htm","Actor","helenabonhamcarter.htm","Helena Bonham Carter",""
"674","aliceinwonderland10.htm","Actor","annehathaway.htm","Anne Hathaway",""
"675","aliceinwonderland10.htm","Actor","michaelsheen.htm","Michael Sheen",""
"676","aliceinwonderland10.htm","Actor","alanrickman.htm","Alan Rickman",""
"677","aliceinwonderland10.htm","Producer","joeroth.htm","Joe Roth",""
"678","aliceinwonderland10.htm","Composer","dannyelfman.htm","Danny Elfman",""
"713","aliensintheattic.htm","Director","johnschultz.htm","John Schultz",""
"714","aliensintheattic.htm","Composer","johndebney.htm","John Debney",""
"715","aliensofthedeep.htm","Director","jamescameron.htm","James Cameron",""
"716","aliensofthedeep.htm","Director","stevenquale.htm","Steven Quale",""
"717","aliensofthedeep.htm","Producer","jamescameron.htm","James Cameron",""
"731","allaboutsteve.htm","Actor","sandrabullock.htm","Sandra Bullock",""
"732","allaboutsteve.htm","Actor","thomashadenchurch.htm","Thomas Haden Church",""
"733","allaboutsteve.htm","Actor","bradleycooper.htm","Bradley Cooper",""
"734","allaboutsteve.htm","Composer","christophebeck.htm","Christophe Beck",""
"741","allgoodthings.htm","Director","andrewjarecki.htm","Andrew Jarecki",""
"742","allgoodthings.htm","Actor","ryangosling.htm","Ryan Gosling",""
"743","allgoodthings.htm","Actor","kirstendunst.htm","Kirsten Dunst",""
"744","allgoodthings.htm","Actor","franklangella.htm","Frank Langella",""
"745","allgoodthings.htm","Actor","jeffreydeanmorgan.htm","Jeffrey Dean Morgan",""
"746","allgoodthings.htm","Actor","kristenwiig.htm","Kristen Wiig",""
"747","allgoodthings.htm","Composer","robsimonsen.htm","Rob Simonsen",""
"762","allthekingsmen.htm","Director","stevenzaillian.htm","Steven Zaillian",""
"763","allthekingsmen.htm","Writer","stevenzaillian.htm","Steven Zaillian",""
"764","allthekingsmen.htm","Actor","seanpenn.htm","Sean Penn",""
"765","allthekingsmen.htm","Actor","judelaw.htm","Jude Law",""
"766","allthekingsmen.htm","Actor","katewinslet.htm","Kate Winslet",""
"767","allthekingsmen.htm","Actor","jamesgandolfini.htm","James Gandolfini",""
"768","allthekingsmen.htm","Actor","markruffalo.htm","Mark Ruffalo",""
"769","allthekingsmen.htm","Actor","anthonyhopkins.htm","Anthony Hopkins",""
"770","allthekingsmen.htm","Actor","jackieearlehaley.htm","Jackie Earle Haley",""
"771","allthekingsmen.htm","Producer","scottbudnick.htm","Scott Budnick",""
"772","allthekingsmen.htm","Producer","ryankavanaugh.htm","Ryan Kavanaugh",""
"773","allthekingsmen.htm","Producer","toddphillips.htm","Todd Phillips",""
"774","allthekingsmen.htm","Composer","jameshorner.htm","James Horner",""
"810","alphaandomega.htm","Actor","christinaricci.htm","Christina Ricci",""
"811","alphaandomega.htm","Actor","justinlong.htm","Justin Long",""
"812","alphaandomega.htm","Actor","haydenpanettiere.htm","Hayden Panettiere",""
"813","alphaandomega.htm","Actor","dannyglover.htm","Danny Glover",""
"814","alphaandomega.htm","Composer","chrisbacon.htm","Chris Bacon",""
"816","alphabetkiller.htm","Actor","caryelwes.htm","Cary Elwes",""
"817","alphabetkiller.htm","Actor","melissaleo.htm","Melissa Leo",""
"818","alphadog.htm","Director","nickcassavetes.htm","Nick Cassavetes",""
"819","alphadog.htm","Actor","justintimberlake.htm","Justin Timberlake",""
"820","alphadog.htm","Actor","sharonstone.htm","Sharon Stone",""
"821","alphadog.htm","Actor","benfoster.htm","Ben Foster",""
"822","alphadog.htm","Actor","amandaseyfried.htm","Amanda Seyfried",""
"823","alphadog.htm","Actor","brucewillis.htm","Bruce Willis",""
"824","alphadog.htm","Actor","amberheard.htm","Amber Heard","*"
"825","alphadog.htm","Actor","oliviawilde.htm","Olivia Wilde","*"
"826","alphadog.htm","Actor","lukashaas.htm","Lukas Haas","*"
"827","alphadog.htm","Producer","sidneykimmel.htm","Sidney Kimmel",""
"828","alphadog.htm","Composer","aaronzigman.htm","Aaron Zigman",""
"829","alvinandthechipmunks.htm","Director","timhill.htm","Tim Hill",""
"830","alvinandthechipmunks.htm","Actor","justinlong.htm","Justin Long",""
"831","alvinandthechipmunks.htm","Producer","karenrosenfelt.htm","Karen Rosenfelt",""
"832","alvinandthechipmunks.htm","Composer","christopherlennertz.htm","Christopher Lennertz",""
"833","alvinandthechipmunksii.htm","Director","bettythomas.htm","Betty Thomas",""
"834","alvinandthechipmunksii.htm","Writer","jonathanaibel.htm","Jonathan Aibel",""
"835","alvinandthechipmunksii.htm","Writer","glennberger.htm","Glenn Berger",""
"836","alvinandthechipmunksii.htm","Actor","christinaapplegate.htm","Christina Applegate",""
"837","alvinandthechipmunksii.htm","Actor","annafaris.htm","Anna Faris",""
"838","alvinandthechipmunksii.htm","Actor","zacharylevi.htm","Zachary Levi",""
"839","alvinandthechipmunksii.htm","Actor","justinlong.htm","Justin Long",""
"840","alvinandthechipmunksii.htm","Producer","karenrosenfelt.htm","Karen Rosenfelt",""
"853","amazinggrace.htm","Director","michaelapted.htm","Michael Apted",""
"854","amazinggrace.htm","Actor","ioangruffudd.htm","Ioan Gruffudd",""
"855","amazinggrace.htm","Actor","romolagarai.htm","Romola Garai",""
"856","amazinggrace.htm","Actor","rufussewell.htm","Rufus Sewell",""
"857","amazinggrace.htm","Composer","davidarnold.htm","David Arnold",""
"863","amelia.htm","Director","miranair.htm","Mira Nair",""
"864","amelia.htm","Actor","hilaryswank.htm","Hilary Swank",""
"865","amelia.htm","Actor","ewanmcgregor.htm","Ewan McGregor",""
"866","amelia.htm","Actor","richardgere.htm","Richard Gere",""
"867","amelia.htm","Actor","virginiamadsen.htm","Virginia Madsen",""
"868","amelia.htm","Actor","miawasikowska.htm","Mia Wasikowska",""
"869","amelia.htm","Producer","hilaryswank.htm","Hilary Swank",""
"872","american10.htm","Director","antoncorbijn.htm","Anton Corbijn",""
"873","american10.htm","Actor","georgeclooney.htm","George Clooney",""
"874","american10.htm","Producer","grantheslov.htm","Grant Heslov",""
"884","americancarol.htm","Director","davidzucker.htm","David Zucker",""
"885","americancarol.htm","Actor","kelseygrammer.htm","Kelsey Grammer",""
"886","americancarol.htm","Actor","leslienielsen.htm","Leslie Nielsen",""
"887","americancarol.htm","Actor","jonvoight.htm","Jon Voight",""
"888","americancarol.htm","Actor","zacharylevi.htm","Zachary Levi","*"
"905","americangangster.htm","Director","ridleyscott.htm","Ridley Scott",""
"906","americangangster.htm","Writer","stevenzaillian.htm","Steven Zaillian",""
"907","americangangster.htm","Actor","denzelwashington.htm","Denzel Washington",""
"908","americangangster.htm","Actor","russellcrowe.htm","Russell Crowe",""
"909","americangangster.htm","Actor","joshbrolin.htm","Josh Brolin",""
"910","americangangster.htm","Actor","commonactor.htm","Common",""
"911","americangangster.htm","Actor","idriselba.htm","Idris Elba",""
"912","americangangster.htm","Producer","briangrazer.htm","Brian Grazer",""
"913","americangangster.htm","Producer","ridleyscott.htm","Ridley Scott",""
"914","americangangster.htm","Composer","marcstreitenfeld.htm","Marc Streitenfeld",""
"968","americanteen.htm","Director","nanetteburstein.htm","Nanette Burstein",""
"969","americanteen.htm","Writer","nanetteburstein.htm","Nanette Burstein",""
"970","americanviolet.htm","Actor","anthonymackie.htm","Anthony Mackie","*"
"971","americanviolet.htm","Composer","teddycastellucci.htm","Teddy Castellucci",""
"993","amigo.htm","Actor","danedehaan.htm","Dane DeHaan",""
"994","amigo.htm","Actor","chriscooper.htm","Chris Cooper",""
"1066","aneducation.htm","Director","lonescherfig.htm","Lone Scherfig",""
"1067","aneducation.htm","Writer","nickhornby.htm","Nick Hornby",""
"1068","aneducation.htm","Actor","careymulligan.htm","Carey Mulligan",""
"1069","aneducation.htm","Actor","petersarsgaard.htm","Peter Sarsgaard",""
"1070","aneducation.htm","Actor","alfredmolina.htm","Alfred Molina",""
"1071","aneducation.htm","Actor","emmathompson.htm","Emma Thompson",""
"1072","aneducation.htm","Actor","dominiccooper.htm","Dominic Cooper",""
"1073","aneducation.htm","Actor","sallyhawkins.htm","Sally Hawkins","*"
"1074","aneducation.htm","Producer","nickhornby.htm","Nick Hornby",""
"1094","angelsanddemons.htm","Director","ronhoward.htm","Ron Howard",""
"1095","angelsanddemons.htm","Writer","akivagoldsman.htm","Akiva Goldsman",""
"1096","angelsanddemons.htm","Actor","tomhanks.htm","Tom Hanks",""
"1097","angelsanddemons.htm","Actor","ewanmcgregor.htm","Ewan McGregor",""
"1098","angelsanddemons.htm","Actor","stellanskarsgard.htm","Stellan Skarsgard",""
"1099","angelsanddemons.htm","Producer","briangrazer.htm","Brian Grazer",""
"1100","angelsanddemons.htm","Producer","ronhoward.htm","Ron Howard",""
"1101","angelsanddemons.htm","Composer","hanszimmer.htm","Hans Zimmer",""
"1139","animalkingdom.htm","Director","davidmichod.htm","David Michod",""
"1140","animalkingdom.htm","Writer","davidmichod.htm","David Michod",""
"1141","animalkingdom.htm","Actor","guypearce.htm","Guy Pearce",""
"1163","anotherearth.htm","Director","mikecahill.htm","Mike Cahill",""
"1164","anotherearth.htm","Writer","mikecahill.htm","Mike Cahill",""
"1165","anotherearth.htm","Writer","britmarling.htm","Brit Marling",""
"1166","anotherearth.htm","Actor","britmarling.htm","Brit Marling",""
"1167","anotherearth.htm","Producer","mikecahill.htm","Mike Cahill",""
"1168","anotherearth.htm","Producer","britmarling.htm","Brit Marling",""
"1173","anotheryear.htm","Director","mikeleigh.htm","Mike Leigh",""
"1174","anotheryear.htm","Writer","mikeleigh.htm","Mike Leigh",""
"1175","anotheryear.htm","Actor","jimbroadbent.htm","Jim Broadbent",""
"1176","anotheryear.htm","Actor","imeldastaunton.htm","Imelda Staunton",""
"1177","answerman.htm","Actor","oliviathirlby.htm","Olivia Thirlby",""
"1178","answerman.htm","Actor","katdennings.htm","Kat Dennings",""
"1179","answerman.htm","Composer","teddycastellucci.htm","Teddy Castellucci",""
"1188","antbully.htm","Actor","juliaroberts.htm","Julia Roberts",""
"1189","antbully.htm","Actor","nicolascage.htm","Nicolas Cage",""
"1190","antbully.htm","Actor","merylstreep.htm","Meryl Streep",""
"1191","antbully.htm","Actor","paulgiamatti.htm","Paul Giamatti",""
"1192","antbully.htm","Producer","garygoetzman.htm","Gary Goetzman",""
"1193","antbully.htm","Producer","tomhanks.htm","Tom Hanks",""
"1194","antbully.htm","Producer","thomastull.htm","Thomas Tull",""
"1195","antbully.htm","Composer","johndebney.htm","John Debney",""
"1196","antichrist.htm","Actor","willemdafoe.htm","Willem Dafoe",""
"1251","apocalypto.htm","Director","melgibson.htm","Mel Gibson",""
"1252","apocalypto.htm","Composer","jameshorner.htm","James Horner",""
"1260","apollo18.htm","Writer","corygoodman.htm","Cory Goodman",""
"1261","apollo18.htm","Producer","timurbekmambetov.htm","Timur Bekmambetov",""
"1266","appaloosa.htm","Director","edharris.htm","Ed Harris",""
"1267","appaloosa.htm","Writer","edharris.htm","Ed Harris",""
"1268","appaloosa.htm","Actor","viggomortensen.htm","Viggo Mortensen",""
"1269","appaloosa.htm","Actor","reneezellweger.htm","Renee Zellweger",""
"1270","appaloosa.htm","Actor","edharris.htm","Ed Harris",""
"1271","appaloosa.htm","Actor","lancehenriksen.htm","Lance Henriksen",""
"1272","appaloosa.htm","Producer","edharris.htm","Ed Harris",""
"1287","aquateenhungerforce.htm","Actor","tinafey.htm","Tina Fey","*"
"1298","architect.htm","Actor","violadavis.htm","Viola Davis",""
"1299","architect.htm","Actor","haydenpanettiere.htm","Hayden Panettiere",""
"1300","architect.htm","Composer","marcelozarvos.htm","Marcelo Zarvos",""
"1301","arctictale.htm","Writer","lindawoolverton.htm","Linda Woolverton",""
"1302","arewedoneyet.htm","Director","stevecarr.htm","Steve Carr",""
"1303","arewedoneyet.htm","Actor","icecube.htm","Ice Cube",""
"1304","arewedoneyet.htm","Actor","nialong.htm","Nia Long",""
"1305","arewedoneyet.htm","Composer","teddycastellucci.htm","Teddy Castellucci",""
"1341","armored.htm","Director","nimrodantal.htm","Nimród Antal",""
"1342","armored.htm","Actor","mattdillon.htm","Matt Dillon",""
"1343","armored.htm","Actor","laurencefishburne.htm","Laurence Fishburne",""
"1344","armored.htm","Producer","samraimi.htm","Sam Raimi",""
"1370","arthur2011.htm","Director","jasonwiner.htm","Jason Winer",""
"1371","arthur2011.htm","Writer","peterbaynham.htm","Peter Baynham",""
"1372","arthur2011.htm","Actor","russellbrand.htm","Russell Brand",""
"1373","arthur2011.htm","Actor","helenmirren.htm","Helen Mirren",""
"1374","arthur2011.htm","Actor","jennifergarner.htm","Jennifer Garner",""
"1375","arthur2011.htm","Actor","gretagerwig.htm","Greta Gerwig",""
"1376","arthur2011.htm","Producer","chrisbender.htm","Chris Bender",""
"1377","arthur2011.htm","Producer","russellbrand.htm","Russell Brand",""
"1378","arthur2011.htm","Composer","theodoreshapiro.htm","Theodore Shapiro",""
"1380","arthurandtheinvisibles.htm","Director","lucbesson.htm","Luc Besson",""
"1381","arthurandtheinvisibles.htm","Actor","jasonbateman.htm","Jason Bateman","*"
"1382","arthurandtheinvisibles.htm","Actor","freddiehighmore.htm","Freddie Highmore",""
"1389","artschoolconfidential.htm","Actor","johnmalkovich.htm","John Malkovich",""
"1390","artschoolconfidential.htm","Actor","jimbroadbent.htm","Jim Broadbent",""
"1391","artschoolconfidential.htm","Actor","joeldavidmoore.htm","Joel David Moore",""
"1392","artschoolconfidential.htm","Actor","nickswardson.htm","Nick Swardson",""
"1393","artschoolconfidential.htm","Actor","adamscott.htm","Adam Scott",""
"1394","asecret.htm","Actor","ceciledefrance.htm","Cecile de France",""
"1441","astroboy.htm","Director","davidbowers.htm","David Bowers",""
"1442","astroboy.htm","Writer","davidbowers.htm","David Bowers",""
"1443","astroboy.htm","Actor","freddiehighmore.htm","Freddie Highmore",""
"1444","astroboy.htm","Actor","nicolascage.htm","Nicolas Cage",""
"1445","astroboy.htm","Actor","kristenbell.htm","Kristen Bell","*"
"1446","astroboy.htm","Composer","johnottman.htm","John Ottman",""
"1447","astronautfarmer.htm","Actor","billybobthornton.htm","Billy Bob Thornton",""
"1448","astronautfarmer.htm","Actor","virginiamadsen.htm","Virginia Madsen",""
"1457","ateam.htm","Director","joecarnahan.htm","Joe Carnahan",""
"1458","ateam.htm","Actor","liamneeson.htm","Liam Neeson",""
"1459","ateam.htm","Actor","bradleycooper.htm","Bradley Cooper",""
"1460","ateam.htm","Actor","sharltocopley.htm","Sharlto Copley",""
"1461","ateam.htm","Actor","quintonjackson.htm","Quinton 'Rampage' Jackson",""
"1462","ateam.htm","Actor","jessicabiel.htm","Jessica Biel",""
"1463","ateam.htm","Actor","patrickwilson.htm","Patrick Wilson",""
"1464","ateam.htm","Producer","ridleyscott.htm","Ridley Scott",""
